time_s,run_1_4-tenso raketa-filtered-regression.txt_thrust_N,run_2_4-tenso raketa-filtered-regression_05_hf1.txt_thrust_N,run_3_4-tenso raketa-filtered-regression_05_hf4.txt_thrust_N,run_4_4-tenso raketa-filtered-regression_05_hf5.txt_thrust_N,run_5_THRUST-testdata.txt_thrust_N
5.046,2786.3458742055454,,,,2791.438002845096
5.048,2785.9215023324987,,,,2791.8893785825694
5.05,2786.960386847342,,,,2792.428561126219
5.0520000000000005,2789.753413930927,,,,2793.045832372796
5.054,2794.4867278256283,,,,2793.7210122565884
5.056,2801.183540713784,,,,2794.4145041696765
5.058,2809.611981392649,,,,2795.0639715643833
5.0600000000000005,2819.3667508591307,,,,2795.5900229760755
5.062,2829.786598384932,,,,2795.9115055313223
5.064,2840.265708130917,,,,2795.9671277061007
5.066,2849.4229317518743,,,,2795.73664004351
5.0680000000000005,2857.056073496772,,,,2795.2531407793367
5.07,2862.1866207518656,,,,2794.5997033411813
5.072,2864.4791587318723,,,,2793.8886933024987
5.074,2863.81410918416,,,,2793.229008836763
5.0760000000000005,2860.263751284881,,,,2792.6923181354223
5.078,2854.029153437343,,,,2792.2915929898386
5.08,2845.621599534417,,,,2791.9817639523226
5.082,2835.673709733073,,,,2791.683501131673
5.0840000000000005,2824.9185185619067,,,,2791.320868364543
5.086,2814.171076285378,,,,2790.8570055032105
5.088,2804.14861172657,,,,2790.312351447264
5.09,2795.4468301443544,,,,2789.7574600880225
5.0920000000000005,2788.3831421396526,,,,2789.28396657877
5.094,2783.0512438711967,,,,2788.9670525974025
5.096,2779.4100698221273,,,,2788.835847382668
5.098,2777.2306914898445,,,,2788.8634473863904
5.1000000000000005,2776.258284330668,,,,2788.9787650322
5.102,2776.249304595695,,,,2789.09327300862
5.104,2776.9150485500945,,,,2789.130607077946
5.106,2777.9919513448335,,,,2789.0470203217947
5.1080000000000005,2779.2432984222633,,,,2788.835328068717
5.11,2780.4758697027146,,,,2788.5126694434066
5.112,2781.583261370013,,,,2788.099924337916
5.114,2782.5395699647834,,,,2787.6040762020134
5.1160000000000005,2783.384686354281,,,,2787.012396863735
5.118,2784.1649612097267,,,,2786.3007821582614
5.12,2784.887175677167,,,,2785.4517693010007
5.122,2785.500833042768,,,,2784.4739996945054
5.124,2785.910383036373,,,,2783.4150141406917
5.126,2785.9947640563555,,,,2782.3620597527593
5.128,2785.6562499579454,,,,2781.4294535331433
5.13,2784.8157064742927,,,,2780.735052891874
